,,,upper bound,lower bound,,slow ema,fast ema,,,% return
1h,20000,15,0.996,1.004,7,90,33,126,126,127.898167429827
1h,20000,15,0.996,1.004,7,87,11,178,178,127.851848828199
1h,20000,15,0.996,1.004,7,75,19,158,158,127.793308786902
1h,20000,15,0.996,1.004,7,71,37,153,153,127.743411994023
1h,20000,15,0.996,1.004,7,88,13,168,168,127.708685964323
1h,20000,15,0.996,1.004,7,89,29,131,131,127.578570236468
1h,20000,15,0.996,1.004,7,79,16,160,160,127.48722953634
1h,20000,15,0.996,1.004,7,90,18,156,156,127.486428839697
1h,20000,15,0.996,1.004,7,81,40,137,137,127.465947171725
1h,20000,15,0.996,1.004,7,85,14,169,169,127.457391941396
1h,20000,15,0.996,1.004,7,94,28,134,134,127.401606298768
1h,20000,15,0.996,1.004,7,85,20,148,148,127.381995156319
1h,20000,15,0.996,1.004,7,86,31,135,135,127.264478023611
1h,20000,15,0.996,1.004,7,87,32,132,132,127.156814801715
1h,20000,15,0.996,1.004,7,78,14,171,171,127.102528692154
1h,20000,15,0.996,1.004,7,91,33,124,124,127.062105625892
1h,20000,15,0.996,1.004,7,67,15,187,187,127.051022728791
1h,20000,15,0.996,1.004,7,57,18,194,194,127.048724116387
1h,20000,15,0.996,1.004,7,85,32,138,138,127.0101427651
1h,20000,15,0.996,1.004,7,83,12,174,174,126.883769120603
1h,20000,15,0.996,1.004,7,78,28,147,147,126.879702696733
1h,20000,15,0.996,1.004,7,80,17,158,158,126.836175625786
1h,20000,15,0.996,1.004,7,91,32,122,122,126.815709185383
1h,20000,15,0.996,1.004,7,93,30,127,127,126.776812038309
1h,20000,15,0.996,1.004,7,82,35,139,139,126.736394370623
1h,20000,15,0.996,1.004,7,73,18,165,165,126.673856906778
1h,20000,15,0.996,1.004,7,68,15,183,183,126.642595231787
1h,20000,15,0.996,1.004,7,83,33,134,134,126.635023278318
1h,20000,15,0.996,1.004,7,98,29,130,130,126.525988284367
1h,20000,15,0.996,1.004,7,82,29,139,139,126.430997841115
1h,20000,15,0.996,1.004,7,61,20,180,180,126.414009792541
1h,20000,15,0.996,1.004,7,89,48,133,133,126.373540039867
1h,20000,15,0.996,1.004,7,63,17,186,186,126.371345144577
1h,20000,15,0.996,1.004,7,64,16,186,186,126.361309400494
1h,20000,15,0.996,1.004,7,69,15,182,182,126.292657403582
1h,20000,15,0.996,1.004,7,59,21,188,188,126.253250427491
1h,20000,15,0.996,1.004,7,80,29,141,141,126.188505162651
1h,20000,15,0.996,1.004,7,83,41,137,137,126.155506749238
1h,20000,15,0.996,1.004,7,82,12,174,174,126.151842449333
1h,20000,15,0.996,1.004,7,79,15,167,167,126.111045188061
1h,20000,15,0.996,1.004,7,74,36,147,147,126.059459038785
1h,20000,15,0.996,1.004,7,86,11,182,182,126.055689306587
1h,20000,15,0.996,1.004,7,89,32,127,127,126.051009754136
1h,20000,15,0.996,1.004,7,76,37,145,145,125.937258379814
1h,20000,15,0.996,1.004,7,73,37,148,148,125.908430588768
1h,20000,15,0.996,1.004,7,72,30,152,152,125.886947889117
1h,20000,15,0.996,1.004,7,85,11,180,180,125.852152401659
1h,20000,15,0.996,1.004,7,85,34,135,135,125.846087895293
1h,20000,15,0.996,1.004,7,87,13,168,168,125.825642503979
1h,20000,15,0.996,1.004,7,88,37,131,131,125.798639523856
1h,20000,15,0.996,1.004,7,89,33,127,127,125.773778155259
1h,20000,15,0.996,1.004,7,76,34,145,145,125.739128505259
1h,20000,15,0.996,1.004,7,82,10,188,188,125.676932624371
1h,20000,15,0.996,1.004,7,78,38,140,140,125.553947359514
1h,20000,15,0.996,1.004,7,82,41,137,137,125.465414304443
1h,20000,15,0.996,1.004,7,57,22,192,192,125.393602210881
1h,20000,15,0.996,1.004,7,77,38,142,142,125.372392363628
1h,20000,15,0.996,1.004,7,82,28,139,139,125.336678340764
1h,20000,15,0.996,1.004,7,79,41,139,139,125.198825590587
1h,20000,15,0.996,1.004,7,72,36,149,149,125.152836521697
1h,20000,15,0.996,1.004,7,80,10,196,196,125.126698901429
1h,20000,15,0.996,1.004,7,88,40,133,133,125.108858236921
1h,20000,15,0.996,1.004,7,76,16,167,167,125.040937348378
1h,20000,15,0.996,1.004,7,90,43,126,126,125.018695480596
1h,20000,15,0.996,1.004,7,62,20,176,176,125.008016137774
1h,20000,15,0.996,1.004,7,79,25,145,145,125.002377539191
1h,20000,15,0.996,1.004,7,79,49,148,148,125.001629819174
1h,20000,15,0.996,1.004,7,88,41,134,134,124.903294797961
1h,20000,15,0.996,1.004,7,91,35,124,124,124.733793760353
1h,20000,15,0.996,1.004,7,82,49,139,139,124.713337846889
1h,20000,15,0.996,1.004,7,83,20,151,151,124.712841443973
1h,20000,15,0.996,1.004,7,53,20,204,204,124.684784456234
1h,20000,15,0.996,1.004,7,60,18,184,184,124.644105375418
1h,20000,15,0.996,1.004,7,84,49,136,136,124.610653334024
1h,20000,15,0.996,1.004,7,83,18,155,155,124.588053386635
1h,20000,15,0.996,1.004,7,86,30,137,137,124.568254105968
1h,20000,15,0.996,1.004,7,85,28,136,136,124.551958441784
1h,20000,15,0.996,1.004,7,89,47,132,132,124.436413205563
1h,20000,15,0.996,1.004,7,75,28,148,148,124.432542306218
1h,20000,15,0.996,1.004,7,74,33,147,147,124.428575783654
1h,20000,15,0.996,1.004,7,73,36,147,147,124.421143600963
1h,20000,15,0.996,1.004,7,82,20,150,150,124.380386249889
1h,20000,15,0.996,1.004,7,92,29,130,130,124.365456184596
1h,20000,15,0.996,1.004,7,89,38,128,128,124.217736843892
1h,20000,15,0.996,1.004,7,86,14,168,168,124.082761016484
1h,20000,15,0.996,1.004,7,75,38,143,143,124.01860452874
1h,20000,15,0.996,1.004,7,85,47,136,136,124.0043922979
1h,20000,15,0.996,1.004,7,86,10,187,187,123.918456222794
1h,20000,15,0.996,1.004,7,79,13,174,174,123.879992469158
1h,20000,15,0.996,1.004,7,89,27,135,135,123.871240004835
1h,20000,15,0.996,1.004,7,89,14,167,167,123.787934777421
1h,20000,15,0.996,1.004,7,81,24,149,149,123.745759351886
1h,20000,15,0.996,1.004,7,73,33,148,148,123.726881086229
1h,20000,15,0.996,1.004,7,87,48,136,136,123.706033119892
1h,20000,15,0.996,1.004,7,73,34,150,150,123.700752730772
1h,20000,15,0.996,1.004,7,71,39,155,155,123.634777426272
1h,20000,15,0.996,1.004,7,75,34,150,150,123.561154065509
1h,20000,15,0.996,1.004,7,51,20,207,207,123.505573673996
1h,20000,15,0.996,1.004,7,83,39,137,137,123.433879723029
1h,20000,15,0.996,1.004,7,83,36,140,140,123.386077072026
1h,20000,15,0.996,1.004,7,61,19,179,179,123.304973113578
1h,20000,15,0.996,1.004,7,80,42,141,141,123.165506850257
1h,20000,15,0.996,1.004,7,85,12,176,176,123.049997330101
1h,20000,15,0.996,1.004,7,81,16,166,166,122.990655363562
1h,20000,15,0.996,1.004,7,82,37,138,138,122.966371074476
1h,20000,15,0.996,1.004,7,84,40,135,135,122.956616746075
1h,20000,15,0.996,1.004,7,88,27,137,137,122.952473692969
1h,20000,15,0.996,1.004,7,88,29,134,134,122.911829994253
1h,20000,15,0.996,1.004,7,81,11,187,187,122.877164067788
1h,20000,15,0.996,1.004,7,93,35,122,122,122.709563797839
1h,20000,15,0.996,1.004,7,87,27,137,137,122.68493646942
1h,20000,15,0.996,1.004,7,85,40,132,132,122.64368326898
1h,20000,15,0.996,1.004,7,76,25,151,151,122.520417041252
1h,20000,15,0.996,1.004,7,81,9,199,199,122.449937888627
1h,20000,15,0.996,1.004,7,81,36,141,141,122.443659246799
1h,20000,15,0.996,1.004,7,79,42,138,138,122.439696780093
1h,20000,15,0.996,1.004,7,74,16,165,165,122.417305781479
1h,20000,15,0.996,1.004,7,84,36,135,135,122.307340433213
1h,20000,15,0.996,1.004,7,74,20,160,160,122.288023306908
1h,20000,15,0.996,1.004,7,82,40,136,136,122.133898002356
1h,20000,15,0.996,1.004,7,98,49,116,116,122.095399992974
1h,20000,15,0.996,1.004,7,89,39,129,129,122.063864227775
1h,20000,15,0.996,1.004,7,90,42,131,131,122.037684722202
1h,20000,15,0.996,1.004,7,73,38,146,146,121.774629354766
1h,20000,15,0.996,1.004,7,76,39,143,143,121.712181558276
1h,20000,15,0.996,1.004,7,75,27,149,149,121.692815402489
1h,20000,15,0.996,1.004,7,89,43,126,126,121.69129518051
1h,20000,15,0.996,1.004,7,75,18,158,158,121.673408575848
1h,20000,15,0.996,1.004,7,87,36,135,135,121.673119307824
1h,20000,15,0.996,1.004,7,86,49,136,136,121.641163666391
1h,20000,15,0.996,1.004,7,81,17,161,161,121.60454054368
1h,20000,15,0.996,1.004,7,74,19,159,159,121.597356394239
1h,20000,15,0.996,1.004,7,82,22,151,151,121.539308739401
1h,20000,15,0.996,1.004,7,87,10,186,186,121.534996276931
1h,20000,15,0.996,1.004,7,77,27,148,148,121.502309706751
1h,20000,15,0.996,1.004,7,84,28,136,136,121.401326974554
1h,20000,15,0.996,1.004,7,80,18,155,155,121.282798107796
1h,20000,15,0.996,1.004,7,72,14,179,179,121.219798713451
1h,20000,15,0.996,1.004,7,80,43,138,138,121.20405266363
1h,20000,15,0.996,1.004,7,75,17,165,165,121.122848896062
1h,20000,15,0.996,1.004,7,88,33,129,129,121.091641750273
1h,20000,15,0.996,1.004,7,78,15,168,168,121.019880835875
1h,20000,15,0.996,1.004,7,77,43,141,141,120.808023568836
1h,20000,15,0.996,1.004,7,82,34,141,141,120.802948502976
1h,20000,15,0.996,1.004,7,79,24,147,147,120.751970613927
1h,20000,15,0.996,1.004,7,85,10,183,183,120.677594489279
1h,20000,15,0.996,1.004,7,77,33,145,145,120.592340074753
1h,20000,15,0.996,1.004,7,83,37,137,137,120.51979372021
1h,20000,15,0.996,1.004,7,90,45,128,128,120.508460334458
1h,20000,15,0.996,1.004,7,88,34,127,127,120.421570122946
1h,20000,15,0.996,1.004,7,77,40,140,140,120.3842065177
1h,20000,15,0.996,1.004,7,62,19,180,180,120.291076796509
1h,20000,15,0.996,1.004,7,82,18,155,155,120.197164798625
1h,20000,15,0.996,1.004,7,90,47,130,130,120.177335758722
1h,20000,15,0.996,1.004,7,86,47,136,136,120.172506272942
1h,20000,15,0.996,1.004,7,81,12,176,176,120.129405996801
1h,20000,15,0.996,1.004,7,97,49,115,115,120.120316411408
1h,20000,15,0.996,1.004,7,76,29,146,146,120.102228911468
1h,20000,15,0.996,1.004,7,60,19,182,182,119.994631294357
1h,20000,15,0.996,1.004,7,81,41,135,135,119.942001952903
1h,20000,15,0.996,1.004,7,76,28,148,148,119.928393879758
1h,20000,15,0.996,1.004,7,71,14,176,176,119.855657751112
1h,20000,15,0.996,1.004,7,59,19,189,189,119.848827078039
1h,20000,15,0.996,1.004,7,87,40,135,135,119.820173126251
1h,20000,15,0.996,1.004,7,89,46,132,132,119.797503468458
1h,20000,15,0.996,1.004,7,81,35,141,141,119.727110456054
1h,20000,15,0.996,1.004,7,69,36,158,158,119.708152819124
1h,20000,15,0.996,1.004,7,84,11,180,180,119.650732073839
1h,20000,15,0.996,1.004,7,76,30,146,146,119.592946142304
1h,20000,15,0.996,1.004,7,67,16,183,183,119.531919736569
1h,20000,15,0.996,1.004,7,75,31,148,148,119.390249911474
1h,20000,15,0.996,1.004,7,84,29,135,135,119.369039933406
1h,20000,15,0.996,1.004,7,78,32,143,143,119.331339847907
1h,20000,15,0.996,1.004,7,82,23,150,150,119.215502885351
1h,20000,15,0.996,1.004,7,90,35,126,126,118.994687434857
1h,20000,15,0.996,1.004,7,91,30,130,130,118.946125959078
1h,20000,15,0.996,1.004,7,61,21,181,181,118.926778413265
1h,20000,15,0.996,1.004,7,78,42,139,139,118.884113557715
1h,20000,15,0.996,1.004,7,85,35,133,133,118.821881396849
1h,20000,15,0.996,1.004,7,71,36,150,150,118.709674733209
1h,20000,15,0.996,1.004,7,75,16,164,164,118.708495720079
1h,20000,15,0.996,1.004,7,85,39,133,133,118.589891000737
1h,20000,15,0.996,1.004,7,73,35,148,148,118.587496987417
1h,20000,15,0.996,1.004,7,89,35,128,128,118.560389383653
1h,20000,15,0.996,1.004,7,75,26,150,150,118.556931179304
1h,20000,15,0.996,1.004,7,72,39,151,151,118.415065591298
1h,20000,15,0.996,1.004,7,84,12,178,178,118.324410557172
1h,20000,15,0.996,1.004,7,83,10,186,186,118.31810116334
1h,20000,15,0.996,1.004,7,75,30,149,149,118.311258119614
1h,20000,15,0.996,1.004,7,76,31,148,148,118.29692424819
1h,20000,15,0.996,1.004,7,86,13,171,171,118.289549063191
1h,20000,15,0.996,1.004,7,76,36,145,145,118.252839525661
1h,20000,15,0.996,1.004,7,79,29,144,144,118.228407375824
1h,20000,15,0.996,1.004,7,90,36,129,129,118.220073302789
1h,20000,15,0.996,1.004,7,71,34,152,152,118.195053122662
1h,20000,15,0.996,1.004,7,88,46,139,139,118.069941478272
1h,20000,15,0.996,1.004,7,90,44,127,127,118.047699464921
1h,20000,15,0.996,1.004,7,87,34,131,131,118.011689578079
1h,20000,15,0.996,1.004,7,87,28,131,131,118.010862996249
1h,20000,15,0.996,1.004,7,82,36,139,139,117.960504999009
1h,20000,15,0.996,1.004,7,75,29,149,149,117.894824625216
1h,20000,15,0.996,1.004,7,78,16,164,164,117.888828538046
1h,20000,15,0.996,1.004,7,76,26,149,149,117.857372370124
1h,20000,15,0.996,1.004,7,67,20,171,171,117.833642917448
1h,20000,15,0.996,1.004,7,87,33,131,131,117.779573997221
1h,20000,15,0.996,1.004,7,74,17,163,163,117.758830367774
1h,20000,15,0.996,1.004,7,67,18,178,178,117.728596899621
1h,20000,15,0.996,1.004,7,72,16,170,170,117.707081809617
1h,20000,15,0.996,1.004,7,65,16,184,184,117.653890969717
1h,20000,15,0.996,1.004,7,88,45,133,133,117.492796366915
1h,20000,15,0.996,1.004,7,67,19,174,174,117.440896238637
1h,20000,15,0.996,1.004,7,83,40,138,138,117.435142243052
1h,20000,15,0.996,1.004,7,81,28,140,140,117.39664992
1h,20000,15,0.996,1.004,7,91,34,124,124,117.378745191999
1h,20000,15,0.996,1.004,7,71,35,152,152,117.373588454709
1h,20000,15,0.996,1.004,7,88,43,130,130,117.338092648292
1h,20000,15,0.996,1.004,7,77,28,146,146,117.256932456116
1h,20000,15,0.996,1.004,7,77,16,165,165,117.250369815823
1h,20000,15,0.996,1.004,7,92,31,129,129,117.126081212282
1h,20000,15,0.996,1.004,7,73,16,167,167,117.109390735336
1h,20000,15,0.996,1.004,7,84,10,185,185,117.097361188871
1h,20000,15,0.996,1.004,7,74,38,147,147,117.087411055615
1h,20000,15,0.996,1.004,7,73,19,165,165,117.048007360676
1h,20000,15,0.996,1.004,7,85,31,135,135,116.950465045455
1h,20000,15,0.996,1.004,7,89,45,130,130,116.940508119725
1h,20000,15,0.996,1.004,7,85,49,136,136,116.932136312153
1h,20000,15,0.996,1.004,7,87,47,136,136,116.930707556212
1h,20000,15,0.996,1.004,7,84,32,135,135,116.913658078671
1h,20000,15,0.996,1.004,7,73,14,176,176,116.799940761676
1h,20000,15,0.996,1.004,7,83,38,137,137,116.772957893218
1h,20000,15,0.996,1.004,7,83,42,135,135,116.607379399125
1h,20000,15,0.996,1.004,7,87,29,131,131,116.586211598752
1h,20000,15,0.996,1.004,7,86,28,136,136,116.527140145777
1h,20000,15,0.996,1.004,7,77,36,144,144,116.46536046521
1h,20000,15,0.996,1.004,7,84,39,133,133,116.457545361633
1h,20000,15,0.996,1.004,7,77,26,150,150,116.430405223277
1h,20000,15,0.996,1.004,7,78,30,141,141,116.428467944853
1h,20000,15,0.996,1.004,7,65,18,179,179,116.325559440254
1h,20000,15,0.996,1.004,7,77,37,144,144,116.13844055634
1h,20000,15,0.996,1.004,7,69,37,157,157,116.072358627639
1h,20000,15,0.996,1.004,7,81,37,139,139,116.045463072454
1h,20000,15,0.996,1.004,7,80,35,143,143,115.978783680679
1h,20000,15,0.996,1.004,7,66,18,180,180,115.976839771914
1h,20000,15,0.996,1.004,7,81,34,140,140,115.947485595819
1h,20000,15,0.996,1.004,7,62,21,177,177,115.916826351303
1h,20000,15,0.996,1.004,7,67,21,170,170,115.912663620654
1h,20000,15,0.996,1.004,7,59,18,188,188,115.852674421877
1h,20000,15,0.996,1.004,7,77,41,142,142,115.818657811403
1h,20000,15,0.996,1.004,7,85,37,140,140,115.809884743113
1h,20000,15,0.996,1.004,7,70,37,155,155,115.736015336916
1h,20000,15,0.996,1.004,7,74,15,170,170,115.655947699057
1h,20000,15,0.996,1.004,7,86,29,134,134,115.638392430111
1h,20000,15,0.996,1.004,7,77,14,170,170,115.605682678823
1h,20000,15,0.996,1.004,7,91,36,128,128,115.56835022329
1h,20000,15,0.996,1.004,7,66,16,184,184,115.484323274928
1h,20000,15,0.996,1.004,7,89,34,126,126,115.36014783013
1h,20000,15,0.996,1.004,7,52,22,206,206,115.279291762326
1h,20000,15,0.996,1.004,7,81,18,155,155,115.275669980797
1h,20000,15,0.996,1.004,7,86,38,137,137,115.258268311636
1h,20000,15,0.996,1.004,7,70,15,176,176,115.189872040972
1h,20000,15,0.996,1.004,7,81,23,150,150,115.187863953147
1h,20000,15,0.996,1.004,7,72,31,151,151,115.117402954753
1h,20000,15,0.996,1.004,7,89,28,133,133,115.043690315853
1h,20000,15,0.996,1.004,7,51,21,208,208,114.945922183894
1h,20000,15,0.996,1.004,7,85,36,135,135,114.921088857376
1h,20000,15,0.996,1.004,7,84,37,140,140,114.816210268518
1h,20000,15,0.996,1.004,7,82,19,153,153,114.781361977651
1h,20000,15,0.996,1.004,7,75,37,145,145,114.608782417978
1h,20000,15,0.996,1.004,7,83,47,135,135,114.525555970694
1h,20000,15,0.996,1.004,7,79,43,139,139,114.283395488786
1h,20000,15,0.996,1.004,7,74,34,150,150,114.234268003081
1h,20000,15,0.996,1.004,7,71,15,175,175,114.226112479747
1h,20000,15,0.996,1.004,7,84,48,135,135,114.213887527851
1h,20000,15,0.996,1.004,7,92,30,131,131,114.11426137868
1h,20000,15,0.996,1.004,7,85,48,138,138,114.061726790581
1h,20000,15,0.996,1.004,7,73,20,157,157,114.039312314502
1h,20000,15,0.996,1.004,7,74,30,153,153,113.986462264101
1h,20000,15,0.996,1.004,7,69,20,167,167,113.973592798257
1h,20000,15,0.996,1.004,7,72,35,151,151,113.9405170779
1h,20000,15,0.996,1.004,7,71,30,153,153,113.6978661157
1h,20000,15,0.996,1.004,7,72,34,151,151,113.695921901549
1h,20000,15,0.996,1.004,7,78,25,150,150,113.644374405846
1h,20000,15,0.996,1.004,7,70,36,154,154,113.570531050947
1h,20000,15,0.996,1.004,7,81,10,195,195,113.412500947483
1h,20000,15,0.996,1.004,7,77,30,144,144,113.314040714623
1h,20000,15,0.996,1.004,7,58,22,189,189,113.207582289757
1h,20000,15,0.996,1.004,7,75,32,148,148,113.191830716675
1h,20000,15,0.996,1.004,7,87,39,134,134,113.179880860095
1h,20000,15,0.996,1.004,7,67,17,183,183,113.1697426058
1h,20000,15,0.996,1.004,7,85,38,135,135,113.079844414151
1h,20000,15,0.996,1.004,7,86,34,133,133,112.949726096977
1h,20000,15,0.996,1.004,7,86,48,139,139,112.945397026995
1h,20000,15,0.996,1.004,7,83,43,136,136,112.888259822773
1h,20000,15,0.996,1.004,7,76,32,146,146,112.873284080091
1h,20000,15,0.996,1.004,7,71,38,156,156,112.862511426546
1h,20000,15,0.996,1.004,7,82,30,137,137,112.837154143286
1h,20000,15,0.996,1.004,7,82,47,139,139,112.746759447158
1h,20000,15,0.996,1.004,7,83,11,180,180,112.588386299056
1h,20000,15,0.996,1.004,7,84,47,137,137,112.565620658425
1h,20000,15,0.996,1.004,7,76,42,146,146,112.500394128153
1h,20000,15,0.996,1.004,7,86,40,135,135,112.463080637261
1h,20000,15,0.996,1.004,7,84,30,138,138,112.369188336882
1h,20000,15,0.996,1.004,7,88,44,132,132,112.365529432815
1h,20000,15,0.996,1.004,7,77,25,150,150,112.09789984115
1h,20000,15,0.996,1.004,7,88,39,133,133,112.062094204655
1h,20000,15,0.996,1.004,7,82,11,182,182,111.969566670486
1h,20000,15,0.996,1.004,7,80,30,142,142,111.941979965689
1h,20000,15,0.996,1.004,7,73,30,153,153,111.88054397675
1h,20000,15,0.996,1.004,7,87,38,134,134,111.878578016076
1h,20000,15,0.996,1.004,7,73,39,147,147,111.833527799774
1h,20000,15,0.996,1.004,7,70,35,153,153,111.724630910429
1h,20000,15,0.996,1.004,7,88,28,134,134,111.618182155455
1h,20000,15,0.996,1.004,7,59,22,188,188,111.482923386767
1h,20000,15,0.996,1.004,7,78,23,152,152,111.416690335146
1h,20000,15,0.996,1.004,7,82,33,137,137,111.395772992693
1h,20000,15,0.996,1.004,7,69,18,176,176,111.358087093704
1h,20000,15,0.996,1.004,7,63,19,178,178,111.125929947309
1h,20000,15,0.996,1.004,7,74,29,151,151,111.028482611413
1h,20000,15,0.996,1.004,7,64,19,177,177,110.761951493233
1h,20000,15,0.996,1.004,7,77,34,145,145,110.752659192079
1h,20000,15,0.996,1.004,7,84,38,136,136,110.692260758207
1h,20000,15,0.996,1.004,7,70,17,177,177,110.603973322628
1h,20000,15,0.996,1.004,7,76,14,173,173,110.560766471127
1h,20000,15,0.996,1.004,7,64,17,186,186,110.488835095616
1h,20000,15,0.996,1.004,7,73,21,156,156,110.37388268759
1h,20000,15,0.996,1.004,7,70,34,152,152,110.152484550466
1h,20000,15,0.996,1.004,7,73,32,147,147,110.126472648202
1h,20000,15,0.996,1.004,7,88,10,187,187,110.124900012918
1h,20000,15,0.996,1.004,7,76,44,146,146,110.073821901456
1h,20000,15,0.996,1.004,7,73,27,152,152,109.993793053889
1h,20000,15,0.996,1.004,7,84,42,139,139,109.964001206967
1h,20000,15,0.996,1.004,7,73,15,170,170,109.669600928404
1h,20000,15,0.996,1.004,7,70,16,180,180,109.600303217827
1h,20000,15,0.996,1.004,7,80,34,139,139,109.540002142285
1h,20000,15,0.996,1.004,7,87,45,132,132,109.349101207759
1h,20000,15,0.996,1.004,7,79,32,143,143,109.232004645591
1h,20000,15,0.996,1.004,7,74,21,156,156,109.022970135061
1h,20000,15,0.996,1.004,7,60,22,185,185,109.016418354816
1h,20000,15,0.996,1.004,7,73,17,165,165,108.976916787346
1h,20000,15,0.996,1.004,7,74,39,147,147,108.886775414442
1h,20000,15,0.996,1.004,7,83,48,137,137,108.839802568349
1h,20000,15,0.996,1.004,7,81,30,141,141,108.835360095332
1h,20000,15,0.996,1.004,7,77,32,146,146,108.82951547907
1h,20000,15,0.996,1.004,7,71,16,176,176,108.809995444154
1h,20000,15,0.996,1.004,7,87,41,135,135,108.773397787799
1h,20000,15,0.996,1.004,7,89,36,133,133,108.730603730586
1h,20000,15,0.996,1.004,7,84,43,137,137,108.616426765287
1h,20000,15,0.996,1.004,7,66,17,183,183,108.512202897374
1h,20000,15,0.996,1.004,7,81,48,138,138,108.455265189783
1h,20000,15,0.996,1.004,7,79,30,144,144,108.383449429609
1h,20000,15,0.996,1.004,7,76,43,144,144,108.285868985198
1h,20000,15,0.996,1.004,7,70,18,174,174,108.268859783218
1h,20000,15,0.996,1.004,7,77,18,162,162,108.213141749816
1h,20000,15,0.996,1.004,7,75,36,145,145,108.086957438591
1h,20000,15,0.996,1.004,7,76,27,150,150,108.065987069029
1h,20000,15,0.996,1.004,7,73,31,151,151,107.987426703449
1h,20000,15,0.996,1.004,7,78,49,155,155,107.939735091285
1h,20000,15,0.996,1.004,7,83,30,137,137,107.857583228492
1h,20000,15,0.996,1.004,7,78,36,143,143,107.851668937601
1h,20000,15,0.996,1.004,7,86,36,135,135,107.769201118549
1h,20000,15,0.996,1.004,7,76,18,159,159,107.7604301516
1h,20000,15,0.996,1.004,7,82,44,136,136,107.727310184551
1h,20000,15,0.996,1.004,7,77,42,142,142,107.68472957079
1h,20000,15,0.996,1.004,7,70,38,159,159,107.628072076525
1h,20000,15,0.996,1.004,7,89,44,127,127,107.621974976118
1h,20000,15,0.996,1.004,7,78,29,144,144,107.611346569596
1h,20000,15,0.996,1.004,7,78,33,144,144,107.565255242943
1h,20000,15,0.996,1.004,7,72,32,153,153,107.533585460838
1h,20000,15,0.996,1.004,7,74,26,155,155,107.462081350234
1h,20000,15,0.996,1.004,7,75,39,147,147,107.285365383242
1h,20000,15,0.996,1.004,7,86,39,138,138,107.278192746469
1h,20000,15,0.996,1.004,7,52,23,209,209,107.25269686726
1h,20000,15,0.996,1.004,7,75,20,157,157,107.246866980602
1h,20000,15,0.996,1.004,7,80,48,141,141,107.244097571035
1h,20000,15,0.996,1.004,7,68,20,171,171,107.073491126434
1h,20000,15,0.996,1.004,7,87,37,136,136,107.040082844475
1h,20000,15,0.996,1.004,7,55,23,193,193,106.984481959324
1h,20000,15,0.996,1.004,7,68,19,173,173,106.910585917599
1h,20000,15,0.996,1.004,7,82,32,135,135,106.845657578926
1h,20000,15,0.996,1.004,7,81,21,156,156,106.836745009489
1h,20000,15,0.996,1.004,7,56,23,190,190,106.736206999455
1h,20000,15,0.996,1.004,7,69,19,170,170,106.702679326738
1h,20000,15,0.996,1.004,7,85,41,135,135,106.637468317524
1h,20000,15,0.996,1.004,7,81,33,141,141,106.606320607045
1h,20000,15,0.996,1.004,7,66,20,174,174,106.533940691008
1h,20000,15,0.996,1.004,7,74,28,151,151,106.397964700859
1h,20000,15,0.996,1.004,7,77,15,171,171,106.287008457209
1h,20000,15,0.996,1.004,7,79,45,141,141,106.087062473474
1h,20000,15,0.996,1.004,7,79,34,140,140,105.992452387247
1h,20000,15,0.996,1.004,7,82,48,138,138,105.857361617052
1h,20000,15,0.996,1.004,7,82,21,150,150,105.834787603775
1h,20000,15,0.996,1.004,7,79,48,147,147,105.641631485098
1h,20000,15,0.996,1.004,7,71,18,169,169,105.629282716262
1h,20000,15,0.996,1.004,7,83,32,136,136,105.546194875966
1h,20000,15,0.996,1.004,7,70,30,156,156,105.505367738268
1h,20000,15,0.996,1.004,7,81,19,155,155,105.31766821806
1h,20000,15,0.996,1.004,7,76,40,143,143,105.281847611257
1h,20000,15,0.996,1.004,7,72,15,171,171,105.132396835732
1h,20000,15,0.996,1.004,7,82,46,138,138,105.108988099434
1h,20000,15,0.996,1.004,7,87,42,136,136,105.078139020526
1h,20000,15,0.996,1.004,7,79,35,143,143,104.911621547052
1h,20000,15,0.996,1.004,7,78,43,141,141,104.90630552742
1h,20000,15,0.996,1.004,7,79,18,158,158,104.882257311719
1h,20000,15,0.996,1.004,7,72,33,151,151,104.707236093334
1h,20000,15,0.996,1.004,7,77,24,152,152,104.674017081801
1h,20000,15,0.996,1.004,7,85,46,136,136,104.159332053095
1h,20000,15,0.996,1.004,7,81,44,138,138,104.121794018925
1h,20000,15,0.996,1.004,7,80,47,140,140,104.10909444682
1h,20000,15,0.996,1.004,7,78,48,148,148,104.097875260235
1h,20000,15,0.996,1.004,7,72,29,153,153,103.963978577521
1h,20000,15,0.996,1.004,7,77,31,143,143,103.942133243074
1h,20000,15,0.996,1.004,7,65,20,172,172,103.621381675735
1h,20000,15,0.996,1.004,7,64,20,176,176,103.600302617293
1h,20000,15,0.996,1.004,7,78,22,156,156,103.510620187536
1h,20000,15,0.996,1.004,7,88,36,134,134,103.474359927393
1h,20000,15,0.996,1.004,7,76,20,160,160,103.46538037143
1h,20000,15,0.996,1.004,7,73,29,154,154,103.426688115333
1h,20000,15,0.996,1.004,7,79,22,156,156,103.355044815617
1h,20000,15,0.996,1.004,7,80,44,139,139,103.323787127681
1h,20000,15,0.996,1.004,7,69,21,164,164,103.2611240991
1h,20000,15,0.996,1.004,7,86,46,138,138,103.179164727782
1h,20000,15,0.996,1.004,7,78,21,156,156,103.007629437335
1h,20000,15,0.996,1.004,7,72,19,165,165,102.951314417808
