,,,,,Sma 200,Sma 50,Sma 1,Sma 2,,,% return
1h,2000,15,0.996,1.004,196,62,28,8,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,30,2,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,30,4,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,30,6,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,30,8,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,32,2,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,32,4,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,32,6,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,32,8,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,34,2,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,34,4,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,34,6,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,34,8,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,36,2,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,36,4,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,36,6,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,36,8,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,38,2,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,38,4,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,38,6,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,62,38,8,40,39,-4.656624262117459
1h,2000,15,0.996,1.004,196,64,20,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,20,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,20,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,20,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,22,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,22,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,22,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,22,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,24,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,24,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,24,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,24,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,26,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,26,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,26,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,26,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,28,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,28,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,28,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,28,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,30,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,30,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,30,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,30,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,32,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,32,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,32,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,32,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,34,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,34,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,34,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,34,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,36,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,36,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,36,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,36,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,38,2,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,38,4,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,38,6,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,64,38,8,40,39,-3.3392490971746125
1h,2000,15,0.996,1.004,196,66,20,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,20,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,20,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,20,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,22,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,22,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,22,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,22,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,24,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,24,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,24,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,24,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,26,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,26,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,26,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,26,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,28,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,28,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,28,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,28,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,30,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,30,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,30,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,30,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,32,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,32,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,32,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,32,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,34,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,34,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,34,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,34,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,36,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,36,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,36,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,36,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,38,2,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,38,4,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,38,6,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,66,38,8,39,38,0.08656680606524692
1h,2000,15,0.996,1.004,196,68,20,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,20,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,20,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,20,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,22,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,22,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,22,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,22,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,24,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,24,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,24,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,24,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,26,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,26,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,26,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,26,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,28,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,28,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,28,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,28,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,30,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,30,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,30,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,30,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,32,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,32,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,32,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,32,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,34,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,34,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,34,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,34,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,36,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,36,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,36,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,36,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,38,2,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,38,4,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,38,6,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,68,38,8,39,38,0.3939988708629327
1h,2000,15,0.996,1.004,196,70,20,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,20,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,20,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,20,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,22,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,22,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,22,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,22,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,24,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,24,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,24,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,24,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,26,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,26,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,26,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,26,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,28,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,28,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,28,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,28,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,30,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,30,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,30,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,30,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,32,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,32,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,32,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,32,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,34,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,34,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,34,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,34,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,36,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,36,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,36,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,36,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,38,2,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,38,4,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,38,6,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,70,38,8,39,38,1.8509217615221507
1h,2000,15,0.996,1.004,196,72,20,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,20,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,20,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,20,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,22,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,22,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,22,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,22,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,24,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,24,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,24,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,24,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,26,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,26,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,26,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,26,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,28,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,28,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,28,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,28,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,30,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,30,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,30,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,30,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,32,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,32,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,32,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,32,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,34,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,34,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,34,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,34,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,36,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,36,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,36,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,36,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,38,2,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,38,4,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,38,6,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,72,38,8,37,36,3.4094029606490217
1h,2000,15,0.996,1.004,196,74,20,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,20,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,20,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,20,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,22,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,22,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,22,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,22,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,24,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,24,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,24,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,24,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,26,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,26,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,26,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,26,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,28,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,28,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,28,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,28,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,30,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,30,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,30,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,30,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,32,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,32,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,32,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,32,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,34,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,34,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,34,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,34,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,36,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,36,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,36,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,36,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,38,2,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,38,4,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,38,6,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,74,38,8,39,38,3.526766225430733
1h,2000,15,0.996,1.004,196,76,20,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,20,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,20,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,20,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,22,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,22,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,22,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,22,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,24,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,24,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,24,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,24,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,26,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,26,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,26,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,26,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,28,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,28,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,28,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,28,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,30,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,30,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,30,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,30,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,32,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,32,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,32,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,32,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,34,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,34,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,34,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,34,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,36,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,36,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,36,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,36,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,38,2,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,38,4,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,38,6,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,76,38,8,39,38,4.043421966985816
1h,2000,15,0.996,1.004,196,78,20,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,20,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,20,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,20,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,22,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,22,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,22,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,22,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,24,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,24,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,24,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,24,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,26,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,26,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,26,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,26,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,28,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,28,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,28,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,28,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,30,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,30,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,30,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,30,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,32,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,32,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,32,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,32,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,34,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,34,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,34,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,34,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,36,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,36,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,36,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,36,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,38,2,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,38,4,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,38,6,38,37,4.198569087924708
1h,2000,15,0.996,1.004,196,78,38,8,38,37,4.198569087924708
1h,2000,15,0.996,1.004,198,50,20,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,20,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,20,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,20,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,22,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,22,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,22,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,22,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,24,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,24,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,24,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,24,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,26,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,26,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,26,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,26,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,28,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,28,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,28,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,28,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,30,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,30,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,30,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,30,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,32,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,32,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,32,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,32,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,34,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,34,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,34,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,34,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,36,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,36,4,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,36,6,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,36,8,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,38,2,41,40,-4.912184253793795
1h,2000,15,0.996,1.004,198,50,38,4,41,40,-4.912184253793795
